GeoId|Geography|LEAID|Year|Iteration|DP02_59est|DP02_59moe|DP02_60est|DP02_60moe|DP02_60pct|DP02_60pctmoe|DP02_61est|DP02_61moe|DP02_61pct|DP02_61pctmoe|DP02_62est|DP02_62moe|DP02_62pct|DP02_62pctmoe|DP02_63est|DP02_63moe|DP02_63pct|DP02_63pctmoe|DP02_64est|DP02_64moe|DP02_64pct|DP02_64pctmoe|DP02_65est|DP02_65moe|DP02_65pct|DP02_65pctmoe|DP02_66est|DP02_66moe|DP02_66pct|DP02_66pctmoe|DP02_67est|DP02_67moe|DP02_67pct|DP02_67pctmoe|DP02_68est|DP02_68moe|DP02_68pct|DP02_68pctmoe
9700000US0633750|Rowland Unified School District, CA|0633750|2019-2023|001|74903|2069|7743|694|10.3|0.9|5321|491|7.1|0.6|18542|1208|24.8|1.4|12581|844|16.8|1.1|6615|725|8.8|0.9|17319|1152|23.1|1.3|6782|694|9.1|0.9|61839|1986|82.6|1.2|24101|1330|32.2|1.4
9700000US0633840|Sacramento City Unified School District, CA|0633840|2019-2023|001|250481|3245|18491|1228|7.4|0.5|13670|1028|5.5|0.4|46797|1482|18.7|0.6|54111|1914|21.6|0.7|22270|1192|8.9|0.5|58399|1914|23.3|0.7|36743|1617|14.7|0.6|218320|3323|87.2|0.6|95142|2527|38.0|0.8
9700000US0633860|Saddleback Valley Unified School District, CA|0633860|2019-2023|001|162123|1775|5129|646|3.2|0.4|4610|618|2.8|0.4|24431|1476|15.1|0.9|32980|1584|20.3|0.9|14022|903|8.6|0.6|51355|1757|31.7|1.1|29596|1488|18.3|0.9|152384|1679|94.0|0.5|80951|2047|49.9|1.2
9500000US0633900|Salida Union Elementary School District, CA|0633900|2019-2023|001|13463|1115|1022|336|7.6|2.4|1297|370|9.6|2.6|3811|523|28.3|3.4|3367|574|25.0|4.1|1111|251|8.3|1.7|2229|546|16.6|3.4|626|215|4.6|1.6|11144|1026|82.8|3.6|2855|576|21.2|3.5
9500000US0633930|Salinas City Elementary School District, CA|0633930|2019-2023|001|53263|1430|11155|1044|20.9|1.8|5666|757|10.6|1.3|12326|854|23.1|1.6|10448|867|19.6|1.6|4256|453|8.0|0.8|6806|589|12.8|1.0|2606|477|4.9|0.9|36442|1199|68.4|1.7|9412|767|17.7|1.3
9600000US0633980|Salinas Union High School District, CA|0633980|2019-2023|001|111266|1299|25869|1262|23.2|1.1|13017|981|11.7|0.9|25061|1238|22.5|1.1|17925|998|16.1|0.9|8016|678|7.2|0.6|14605|916|13.1|0.8|6773|641|6.1|0.6|72380|1593|65.1|1.1|21378|1193|19.2|1.0
9500000US0634050|San Antonio Union Elementary School District, CA|0634050|2019-2023|001|1552|285|30|46|1.9|2.9|35|29|2.3|1.8|474|158|30.5|8.5|438|168|28.2|8.9|209|115|13.5|7.0|262|96|16.9|5.9|104|65|6.7|4.3|1487|268|95.8|3.3|366|126|23.6|8.0
9500000US0634080|San Ardo Union Elementary School District, CA|0634080|2019-2023|001|399|218|136|133|34.1|20.5|44|39|11.0|10.1|99|79|24.8|11.9|106|59|26.6|16.5|0|14|0.0|10.1|4|6|1.0|1.7|10|16|2.5|4.1|219|112|54.9|17.5|14|17|3.5|4.5
9600000US0634140|San Benito High School District, CA|0634140|2019-2023|001|38307|540|3906|558|10.2|1.4|2745|432|7.2|1.1|10557|740|27.6|1.9|9003|535|23.5|1.5|4096|446|10.7|1.1|5908|604|15.4|1.5|2092|324|5.5|0.8|31656|734|82.6|1.7|8000|795|20.9|2.0
9700000US0634170|San Bernardino City Unified School District, CA|0634170|2019-2023|001|165933|2938|21320|1465|12.8|0.9|24479|1462|14.8|0.9|56095|1881|33.8|1.1|32413|1729|19.5|0.9|11324|989|6.8|0.6|14162|1199|8.5|0.7|6140|616|3.7|0.4|120134|2851|72.4|1.1|20302|1395|12.2|0.8
9500000US0634230|San Bruno Park Elementary School District, CA|0634230|2019-2023|001|28390|1089|975|271|3.4|1.0|1199|284|4.2|1.0|5916|658|20.8|2.2|5115|594|18.0|2.0|2360|333|8.3|1.1|8813|725|31.0|2.2|4012|443|14.1|1.5|26216|1092|92.3|1.4|12825|868|45.2|2.4
9500000US0634290|San Carlos Elementary School District, CA|0634290|2019-2023|001|20117|557|389|131|1.9|0.7|307|119|1.5|0.6|1511|323|7.5|1.6|2992|520|14.9|2.5|1175|193|5.8|0.9|6140|516|30.5|2.4|7603|521|37.8|2.6|19421|613|96.5|0.9|13743|636|68.3|2.9
9700000US0634320|San Diego City Unified School District, CA|0634320|2019-2023|001|760544|4570|40592|2044|5.3|0.3|33946|2089|4.5|0.3|116392|3112|15.3|0.4|140774|3926|18.5|0.5|57281|2139|7.5|0.3|220002|3674|28.9|0.4|151557|3273|19.9|0.4|686006|5115|90.2|0.4|371559|4979|48.9|0.6
9600000US0634380|San Dieguito Union High School District, CA|0634380|2019-2023|001|128619|2518|2181|753|1.7|0.6|1647|401|1.3|0.3|8750|704|6.8|0.5|14105|1069|11.0|0.8|7311|777|5.7|0.6|49678|1763|38.6|1.2|44947|1901|34.9|1.2|124791|2725|97.0|0.7|94625|2404|73.6|1.1
9700000US0634410|San Francisco Unified School District, CA|0634410|2019-2023|001|669238|166|46453|1828|6.9|0.3|28518|1487|4.3|0.2|75776|2530|11.3|0.4|80595|2236|12.0|0.3|35545|1373|5.3|0.2|234704|3755|35.1|0.6|167647|3048|25.1|0.5|594267|2385|88.8|0.4|402351|3840|60.1|0.6
9700000US0634425|San Gabriel Unified School District, CA|0634425|2019-2023|001|31075|1343|3329|549|10.7|1.7|1448|288|4.7|0.9|6660|673|21.4|2.0|4773|503|15.4|1.6|2545|476|8.2|1.5|8468|703|27.3|1.9|3852|364|12.4|1.2|26298|1205|84.6|1.8|12320|848|39.6|2.2
9700000US0634440|San Jacinto Unified School District, CA|0634440|2019-2023|001|34998|1330|3675|715|10.5|1.9|4361|596|12.5|1.7|10965|1019|31.3|2.9|9053|1076|25.9|2.8|2399|458|6.9|1.3|2761|466|7.9|1.3|1784|383|5.1|1.1|26962|1349|77.0|2.7|4545|636|13.0|1.8
9700000US0634590|San Jose Unified School District, CA|0634590|2019-2023|001|182778|2903|12062|1340|6.6|0.7|9262|847|5.1|0.5|27222|1568|14.9|0.8|28112|1156|15.4|0.6|12303|785|6.7|0.4|53102|1727|29.1|0.9|40715|1725|22.3|0.9|161454|2774|88.3|0.8|93817|2050|51.3|1.0
9700000US0634620|San Juan Unified School District, CA|0634620|2019-2023|001|251050|2890|8780|946|3.5|0.4|12086|969|4.8|0.4|54272|2294|21.6|0.9|64220|2283|25.6|0.9|26227|1339|10.4|0.5|52832|2024|21.0|0.8|32633|1614|13.0|0.6|230184|2985|91.7|0.6|85465|2576|34.0|0.9
9700000US0634680|San Leandro Unified School District, CA|0634680|2019-2023|001|54059|1260|5291|733|9.8|1.4|3188|541|5.9|1.0|10830|881|20.0|1.6|10623|908|19.7|1.6|4540|654|8.4|1.2|13234|1015|24.5|1.7|6353|588|11.8|1.1|45580|1478|84.3|1.6|19587|1112|36.2|1.8
9700000US0634710|San Lorenzo Unified School District, CA|0634710|2019-2023|001|59382|1796|6535|742|11.0|1.2|4507|727|7.6|1.2|15752|1294|26.5|1.9|13492|1128|22.7|1.8|4641|606|7.8|1.0|11070|1089|18.6|1.7|3385|512|5.7|0.8|48340|1896|81.4|1.8|14455|1244|24.3|1.9
9700000US0634740|San Lorenzo Valley Unified School District, CA|0634740|2019-2023|001|17409|961|321|292|1.8|1.6|386|130|2.2|0.7|2493|403|14.3|2.1|4577|647|26.3|3.2|1577|316|9.1|1.8|5446|534|31.3|2.7|2609|368|15.0|2.2|16702|875|95.9|1.6|8055|619|46.3|3.3
9500000US0634770|San Lucas Union Elementary School District, CA|0634770|2019-2023|001|192|102|57|52|29.7|19.4|24|28|12.5|11.8|58|37|30.2|16.3|23|21|12.0|10.4|22|23|11.5|9.6|8|8|4.2|4.1|0|14|0.0|19.7|111|63|57.8|22.5|8|8|4.2|4.1
9700000US0634800|San Luis Coastal Unified School District, CA|0634800|2019-2023|001|54082|1404|1040|218|1.9|0.4|2526|326|4.7|0.6|7031|694|13.0|1.2|11530|693|21.3|1.2|4534|524|8.4|0.9|15925|1026|29.4|1.6|11496|887|21.3|1.7|50516|1414|93.4|0.8|27421|1203|50.7|1.9
9700000US0634880|San Marcos Unified School District, CA|0634880|2019-2023|001|85102|2031|5935|769|7.0|0.9|3798|543|4.5|0.6|13621|950|16.0|1.0|17056|1273|20.0|1.3|7221|757|8.5|0.9|24330|1347|28.6|1.4|13141|831|15.4|1.0|75369|1935|88.6|1.0|37471|1506|44.0|1.5
9700000US0634860|San Marino Unified School District, CA|0634860|2019-2023|001|10428|517|215|158|2.1|1.5|149|90|1.4|0.8|527|165|5.1|1.5|831|184|8.0|1.8|515|265|4.9|2.4|3983|391|38.2|3.6|4208|435|40.4|4.3|10064|498|96.5|1.9|8191|368|78.5|3.5
9600000US0634980|San Mateo Union High School District, CA|0634980|2019-2023|001|178207|1581|8580|916|4.8|0.5|4949|603|2.8|0.3|22699|1215|12.7|0.7|25032|1207|14.0|0.7|12101|780|6.8|0.4|56403|1797|31.7|1.0|48443|1529|27.2|0.8|164678|1947|92.4|0.6|104846|1923|58.8|0.9
9500000US0634920|San Mateo-Foster City Elementary School District, CA|0634920|2019-2023|001|100153|1365|5483|820|5.5|0.8|2874|516|2.9|0.5|10740|798|10.7|0.8|12649|872|12.6|0.8|6633|679|6.6|0.7|31963|1322|31.9|1.2|29811|1141|29.8|1.1|91796|1701|91.7|0.9|61774|1453|61.7|1.2
9500000US0635010|San Miguel Joint Union Elementary School District, CA|0635010|2019-2023|001|4064|625|419|229|10.3|5.2|289|133|7.1|3.1|1018|249|25.0|5.2|1022|225|25.1|4.8|553|209|13.6|4.6|511|163|12.6|3.5|252|113|6.2|2.4|3356|553|82.6|6.1|763|234|18.8|4.6
9500000US0635040|San Pasqual Union Elementary School District, CA|0635040|2019-2023|001|2310|281|85|69|3.7|2.9|60|66|2.6|2.8|330|150|14.3|6.1|411|114|17.8|5.2|165|62|7.1|2.5|790|175|34.2|6.1|469|101|20.3|3.8|2165|264|93.7|3.6|1259|215|54.5|6.6
9700000US0635070|San Pasqual Valley Unified School District, CA|0635070|2019-2023|001|1197|242|38|34|3.2|2.7|118|48|9.9|4.0|458|116|38.3|6.2|270|72|22.6|5.9|156|102|13.0|7.4|137|73|11.4|4.8|20|17|1.7|1.4|1041|228|87.0|4.6|157|72|13.1|4.7
9500000US0635090|San Rafael City Elementary School District, CA|0635090|2019-2023|001|37746|931|4507|586|11.9|1.6|1903|334|5.0|0.9|5702|601|15.1|1.4|6411|723|17.0|1.9|1966|413|5.2|1.0|9636|765|25.5|2.0|7621|807|20.2|2.1|31336|1142|83.0|1.8|17257|878|45.7|2.2
9600000US0635110|San Rafael City High School District, CA|0635110|2019-2023|001|54904|1167|5019|621|9.1|1.2|2610|382|4.8|0.7|7540|725|13.7|1.3|9141|934|16.6|1.7|3245|520|5.9|0.9|15781|1042|28.7|1.7|11568|910|21.1|1.6|47275|1428|86.1|1.4|27349|1247|49.8|1.9
9700000US0635130|San Ramon Valley Unified School District, CA|0635130|2019-2023|001|111215|1470|1183|332|1.1|0.3|1534|378|1.4|0.3|8949|732|8.0|0.6|12985|951|11.7|0.8|6672|668|6.0|0.6|44933|1523|40.4|1.3|34959|1387|31.4|1.2|108498|1552|97.6|0.5|79892|1665|71.8|1.1
9500000US0635220|San Ysidro Elementary School District, CA|0635220|2019-2023|001|27691|1355|3458|462|12.5|1.6|4302|688|15.5|2.4|7437|809|26.9|2.5|5847|825|21.1|2.7|1743|328|6.3|1.2|3441|524|12.4|1.8|1463|281|5.3|1.0|19931|1285|72.0|2.6|4904|611|17.7|2.1
9700000US0635250|Sanger Unified School District, CA|0635250|2019-2023|001|36299|1391|4877|635|13.4|1.7|2681|437|7.4|1.2|9027|815|24.9|2.1|8839|671|24.4|1.8|3895|690|10.7|1.8|4770|620|13.1|1.7|2210|491|6.1|1.3|28741|1329|79.2|2.0|6980|834|19.2|2.1
9700000US0635310|Santa Ana Unified School District, CA|0635310|2019-2023|001|162479|2716|32559|1496|20.0|0.9|23257|1456|14.3|0.9|40710|1860|25.1|1.1|26999|1596|16.6|0.9|7587|673|4.7|0.4|22383|1627|13.8|0.9|8984|792|5.5|0.5|106663|2730|65.6|1.2|31367|1671|19.3|1.0
9600000US0606019|Santa Barbara Unified School District (7-12), CA|0606019|2019-2023|001|59767|1351|2536|519|4.2|0.9|1930|484|3.2|0.8|7285|564|12.2|0.9|11041|811|18.5|1.3|4730|544|7.9|0.9|17813|1024|29.8|1.6|14432|875|24.1|1.3|55301|1468|92.5|1.2|32245|1273|54.0|1.7
9700000US0601414|Santa Barbara Unified School District, CA|0601414|2019-2023|001|59602|1078|4055|656|6.8|1.1|2563|396|4.3|0.7|7222|714|12.1|1.1|11387|795|19.1|1.4|4477|597|7.5|1.0|17666|922|29.6|1.4|12232|782|20.5|1.3|52984|1243|88.9|1.3|29898|1088|50.2|1.5
9500000US0635490|Santa Clara Elementary School District, CA|0635490|2019-2023|001|88|34|6|6|6.8|6.9|5|7|5.7|8.8|21|19|23.9|16.5|15|11|17.0|10.4|9|8|10.2|9.4|12|8|13.6|10.3|20|13|22.7|13.9|77|32|87.5|10.5|32|18|36.4|18.8
9700000US0635430|Santa Clara Unified School District, CA|0635430|2019-2023|001|124873|2040|4190|632|3.4|0.5|3693|671|3.0|0.5|13094|1113|10.5|0.8|14361|1134|11.5|0.9|7027|675|5.6|0.5|38164|1429|30.6|1.1|44344|1653|35.5|1.3|116990|1941|93.7|0.7|82508|1906|66.1|1.4
9500000US0635590|Santa Cruz City Elementary School District, CA|0635590|2019-2023|001|37754|1094|985|394|2.6|1.0|1000|329|2.6|0.9|3998|523|10.6|1.4|7449|715|19.7|1.7|2765|373|7.3|1.0|11190|895|29.6|2.1|10367|700|27.5|2.0|35769|1105|94.7|1.4|21557|1046|57.1|2.4
9600000US0699011|Santa Cruz City High School District (6-12), CA|0699011|2019-2023|001|37754|1094|985|394|2.6|1.0|1000|329|2.6|0.9|3998|523|10.6|1.4|7449|715|19.7|1.7|2765|373|7.3|1.0|11190|895|29.6|2.1|10367|700|27.5|2.0|35769|1105|94.7|1.4|21557|1046|57.1|2.4
9600000US0606015|Santa Cruz City High School District (9-12), CA|0606015|2019-2023|001|37255|1001|1278|332|3.4|0.9|1631|293|4.4|0.8|5782|637|15.5|1.6|7626|706|20.5|1.9|3828|463|10.3|1.3|10506|816|28.2|1.9|6604|602|17.7|1.5|34346|1058|92.2|1.2|17110|1115|45.9|2.5
9600000US0635600|Santa Cruz City High School District, CA|0635600|2019-2023|001|5366|503|80|51|1.5|0.9|79|48|1.5|0.9|815|284|15.2|5.0|1124|252|20.9|4.0|440|81|8.2|1.4|1409|210|26.3|3.5|1419|257|26.4|4.1|5207|491|97.0|1.2|2828|334|52.7|4.6
9600000US0635670|Santa Maria Joint Union High School District, CA|0635670|2019-2023|001|90570|1453|18940|1193|20.9|1.3|8283|1025|9.1|1.1|19034|1151|21.0|1.2|19133|1189|21.1|1.3|8039|718|8.9|0.8|11759|800|13.0|0.9|5382|588|5.9|0.6|63347|1547|69.9|1.4|17141|923|18.9|1.0
9500000US0605580|Santa Maria-Bonita Elementary School District, CA|0605580|2019-2023|001|60760|1291|16877|1118|27.8|1.8|6140|848|10.1|1.3|13393|950|22.0|1.5|11289|846|18.6|1.3|4434|590|7.3|0.9|6458|657|10.6|1.1|2169|395|3.6|0.6|37743|1381|62.1|1.9|8627|752|14.2|1.2
9700000US0635700|Santa Monica-Malibu Unified School District, CA|0635700|2019-2023|001|84380|1230|2243|500|2.7|0.6|1759|427|2.1|0.5|7061|797|8.4|0.9|9947|929|11.8|1.1|4867|786|5.8|0.9|32926|1393|39.0|1.5|25577|1162|30.3|1.3|80378|1345|95.3|0.8|58503|1615|69.3|1.6
9600000US0606022|Santa Paula Unified School District (9-12), CA|0606022|2019-2023|001|2778|501|317|120|11.4|3.9|242|85|8.7|3.1|712|260|25.6|6.8|585|153|21.1|5.3|326|93|11.7|3.3|306|121|11.0|4.2|290|157|10.4|4.5|2219|449|79.9|5.0|596|199|21.5|5.1
9700000US0601421|Santa Paula Unified School District, CA|0601421|2019-2023|001|18376|669|3774|451|20.5|2.4|2882|402|15.7|2.2|3765|483|20.5|2.5|3780|505|20.6|2.5|1562|315|8.5|1.7|1811|333|9.9|1.8|802|200|4.4|1.1|11720|752|63.8|2.9|2613|399|14.2|2.1
9500000US0635790|Santa Rita Union Elementary School District, CA|0635790|2019-2023|001|15844|1224|3506|611|22.1|3.1|1665|349|10.5|2.1|3942|614|24.9|3.0|2686|457|17.0|2.6|1078|248|6.8|1.6|2328|370|14.7|2.3|639|211|4.0|1.4|10673|912|67.4|3.4|2967|434|18.7|2.8
9500000US0635810|Santa Rosa Elementary School District, CA|0635810|2019-2023|001|50946|1730|5551|794|10.9|1.5|3649|608|7.2|1.2|10327|846|20.3|1.5|10639|878|20.9|1.6|4958|607|9.7|1.1|9840|866|19.3|1.5|5982|545|11.7|1.1|41746|1691|81.9|1.9|15822|957|31.1|1.7
9600000US0635830|Santa Rosa High School District, CA|0635830|2019-2023|001|150688|1571|12541|1041|8.3|0.7|9042|810|6.0|0.5|29387|1491|19.5|0.9|33406|1733|22.2|1.1|14534|1088|9.6|0.7|32198|1352|21.4|0.9|19580|1124|13.0|0.7|129105|1987|85.7|0.9|51778|1598|34.4|1.1
9600000US0635850|Santa Ynez Valley Union High School District, CA|0635850|2019-2023|001|16577|747|703|240|4.2|1.4|442|180|2.7|1.1|2367|421|14.3|2.5|4209|530|25.4|3.2|1890|397|11.4|2.2|4412|494|26.6|2.5|2554|378|15.4|2.3|15432|761|93.1|1.9|6966|644|42.0|3.3
9500000US0635880|Santee School District, CA|0635880|2019-2023|001|44487|796|1214|268|2.7|0.6|1988|325|4.5|0.7|9949|747|22.4|1.7|12243|862|27.5|1.8|4421|579|9.9|1.3|10369|780|23.3|1.7|4303|546|9.7|1.2|41285|867|92.8|1.0|14672|918|33.0|2.0
9500000US0635910|Saratoga Union Elementary School District, CA|0635910|2019-2023|001|14818|973|106|72|0.7|0.5|162|94|1.1|0.6|523|185|3.5|1.2|879|229|5.9|1.5|541|154|3.7|1.1|4917|661|33.2|3.9|7690|771|51.9|3.9|14550|949|98.2|0.7|12607|909|85.1|2.2
9500000US0635940|Saucelito Elementary School District, CA|0635940|2019-2023|001|62|49|19|29|30.6|35.1|0|14|0.0|43.1|14|12|22.6|15.7|21|24|33.9|27.4|3|4|4.8|8.3|5|7|8.1|11.9|0|14|0.0|43.1|43|36|69.4|35.1|5|7|8.1|11.9
9500000US0635970|Saugus Union Elementary School District, CA|0635970|2019-2023|001|76216|2456|1937|381|2.5|0.5|2725|463|3.6|0.6|12410|1073|16.3|1.2|17946|1244|23.5|1.4|7712|691|10.1|1.0|22125|1439|29.0|1.6|11361|841|14.9|1.0|71554|2381|93.9|0.7|33486|1776|43.9|1.9
9500000US0636000|Sausalito Elementary School District, CA|0636000|2019-2023|001|9849|541|611|249|6.2|2.4|92|77|0.9|0.8|1055|251|10.7|2.6|1267|277|12.9|2.6|516|193|5.2|1.8|3052|331|31.0|3.5|3256|426|33.1|4.1|9146|524|92.9|2.5|6308|449|64.0|4.3
9500000US0636030|Savanna Elementary School District, CA|0636030|2019-2023|001|21089|1316|2168|470|10.3|2.1|2351|517|11.1|2.4|5458|818|25.9|3.4|3976|575|18.9|2.7|1517|253|7.2|1.2|3538|432|16.8|1.9|2081|514|9.9|2.2|16570|1157|78.6|2.5|5619|744|26.6|2.9
9500000US0636100|Scotia Union Elementary School District, CA|0636100|2019-2023|001|709|205|3|10|0.4|1.5|24|17|3.4|2.4|227|82|32.0|9.1|215|103|30.3|9.9|71|47|10.0|5.5|119|73|16.8|9.3|50|39|7.1|5.2|682|201|96.2|2.2|169|81|23.8|9.3
9600000US0606005|Scott Valley Unified School District (9-12), CA|0606005|2019-2023|001|91|37|2|3|2.2|3.9|5|6|5.5|6.3|31|19|34.1|17.5|18|12|19.8|11.9|2|3|2.2|3.1|24|16|26.4|12.4|9|9|9.9|11.1|84|35|92.3|7.9|33|18|36.3|13.4
9700000US0600159|Scott Valley Unified School District, CA|0600159|2019-2023|001|3799|343|6|17|0.2|0.5|237|95|6.2|2.4|1127|230|29.7|4.7|1061|192|27.9|4.7|469|162|12.3|4.1|586|144|15.4|3.7|313|93|8.2|2.6|3556|328|93.6|2.5|899|153|23.7|4.2
9700000US0600043|Scotts Valley Unified School District, CA|0600043|2019-2023|001|13935|729|156|84|1.1|0.6|402|181|2.9|1.3|1280|282|9.2|2.0|2659|442|19.1|3.1|1482|353|10.6|2.6|4776|599|34.3|3.7|3180|491|22.8|3.3|13377|694|96.0|1.4|7956|701|57.1|3.8
9500000US0636180|Sebastopol Union Elementary School District, CA|0636180|2019-2023|001|8783|725|303|172|3.4|1.8|260|190|3.0|2.1|1434|394|16.3|4.3|1705|255|19.4|2.9|587|156|6.7|1.8|2660|382|30.3|3.7|1834|310|20.9|3.2|8220|608|93.6|3.6|4494|535|51.2|4.8
9500000US0636210|Seeley Union Elementary School District, CA|0636210|2019-2023|001|1848|377|168|105|9.1|5.1|154|99|8.3|5.3|505|212|27.3|9.6|541|211|29.3|9.5|248|168|13.4|8.8|123|72|6.7|3.9|109|68|5.9|3.6|1526|328|82.6|5.9|232|102|12.6|5.5
9500000US0636240|Seiad Elementary School District, CA|0636240|2019-2023|001|224|70|0|14|0.0|17.2|10|8|4.5|3.6|66|32|29.5|9.8|80|38|35.7|9.9|20|10|8.9|4.5|32|15|14.3|6.7|16|10|7.1|4.2|214|69|95.5|3.6|48|20|21.4|8.5
9700000US0636270|Selma Unified School District, CA|0636270|2019-2023|001|18385|1075|3591|500|19.5|2.4|1454|321|7.9|1.7|4884|655|26.6|2.9|4361|525|23.7|2.8|1746|421|9.5|2.3|1584|334|8.6|1.8|765|283|4.2|1.5|13340|937|72.6|2.8|2349|423|12.8|2.2
9500000US0636330|Semitropic Elementary School District, CA|0636330|2019-2023|001|47|23|23|19|48.9|24.7|7|8|14.9|17.7|8|8|17.0|14.5|5|6|10.6|9.9|0|14|0.0|49.5|4|4|8.5|8.1|0|14|0.0|49.5|17|13|36.2|22.8|4|4|8.5|8.1
9500000US0636360|Sequoia Union Elementary School District, CA|0636360|2019-2023|001|1392|298|41|36|2.9|2.5|132|85|9.5|5.2|416|154|29.9|7.2|301|101|21.6|6.7|122|56|8.8|3.3|226|73|16.2|4.9|154|72|11.1|5.5|1219|252|87.6|5.6|380|119|27.3|8.7
9600000US0636390|Sequoia Union High School District, CA|0636390|2019-2023|001|178988|1663|11325|916|6.3|0.5|7262|1066|4.1|0.6|22236|1202|12.4|0.7|23315|1423|13.0|0.8|9712|672|5.4|0.4|49095|1774|27.4|1.0|56043|1789|31.3|0.9|160401|2104|89.6|0.7|105138|2071|58.7|1.0
9500000US0636420|Shaffer Union Elementary School District, CA|0636420|2019-2023|001|6645|474|605|136|9.1|2.1|2079|203|31.3|3.0|2446|303|36.8|3.5|985|233|14.8|2.9|333|113|5.0|1.6|157|68|2.4|1.0|40|38|0.6|0.6|3961|455|59.6|4.0|197|77|3.0|1.2
9700000US0636450|Shandon Joint Unified School District, CA|0636450|2019-2023|001|1162|391|111|71|9.6|5.5|114|76|9.8|5.6|377|196|32.4|10.1|341|162|29.3|9.0|61|39|5.2|3.3|138|67|11.9|5.8|20|19|1.7|1.6|937|330|80.6|7.4|158|69|13.6|6.0
9500000US0636570|Shasta Union Elementary School District, CA|0636570|2019-2023|001|1221|263|3|5|0.2|0.4|72|80|5.9|6.2|336|151|27.5|9.5|234|98|19.2|6.3|151|83|12.4|6.5|260|87|21.3|7.0|165|70|13.5|5.9|1146|249|93.9|6.3|425|119|34.8|9.8
9600000US0636600|Shasta Union High School District, CA|0636600|2019-2023|001|72745|1458|1361|275|1.9|0.4|3246|453|4.5|0.6|17757|937|24.4|1.2|21921|1082|30.1|1.4|8764|698|12.0|0.9|12952|863|17.8|1.2|6744|525|9.3|0.7|68138|1326|93.7|0.6|19696|996|27.1|1.3
9500000US0636660|Shiloh Elementary School District, CA|0636660|2019-2023|001|450|106|56|31|12.4|6.8|36|19|8.0|4.1|136|53|30.2|8.7|102|37|22.7|6.7|40|34|8.9|6.8|74|34|16.4|5.8|6|7|1.3|1.5|358|102|79.6|8.5|80|36|17.8|6.2
9700000US0636670|Shoreline Unified School District, CA|0636670|2019-2023|001|4546|580|206|194|4.5|4.0|66|81|1.5|1.8|459|185|10.1|3.5|852|217|18.7|4.2|334|120|7.3|2.7|1496|306|32.9|6.3|1133|277|24.9|5.6|4274|488|94.0|4.1|2629|390|57.8|7.2
9700000US0636800|Sierra Sands Unified School District, CA|0636800|2019-2023|001|23626|1056|840|267|3.6|1.2|1322|291|5.6|1.2|4734|593|20.0|2.3|6125|720|25.9|2.6|3331|569|14.1|2.4|4919|547|20.8|2.2|2355|446|10.0|1.8|21464|1098|90.8|1.8|7274|699|30.8|2.7
9600000US0699004|Sierra Unified School District (9-12), CA|0699004|2019-2023|001|678|141|2|3|0.3|0.4|17|13|2.5|1.9|139|50|20.5|6.4|163|49|24.0|6.2|80|29|11.8|4.1|172|59|25.4|7.1|105|69|15.5|8.9|659|139|97.2|2.0|277|95|40.9|9.1
9700000US0636805|Sierra Unified School District, CA|0636805|2019-2023|001|6780|567|111|73|1.6|1.1|255|117|3.8|1.8|1971|474|29.1|5.9|2045|359|30.2|4.5|618|153|9.1|2.4|1135|269|16.7|3.8|645|233|9.5|3.5|6414|570|94.6|2.2|1780|354|26.3|5.1
9700000US0636780|Sierra-Plumas Joint Unified School District, CA|0636780|2019-2023|001|2619|350|69|51|2.6|2.0|159|126|6.1|4.6|967|335|36.9|10.5|734|253|28.0|8.9|103|58|3.9|2.4|379|163|14.5|6.5|208|95|7.9|3.8|2391|332|91.3|4.8|587|173|22.4|7.2
9500000US0636810|Silver Fork Elementary School District, CA|0636810|2019-2023|001|119|61|0|14|0.0|29.2|0|14|0.0|29.2|24|17|20.2|13.1|36|19|30.3|12.9|3|4|2.5|3.9|44|45|37.0|24.1|12|11|10.1|10.9|119|61|100.0|29.2|56|46|47.1|21.1
9700000US0636820|Silver Valley Unified School District, CA|0636820|2019-2023|001|7316|850|143|136|2.0|1.8|392|140|5.4|1.9|2014|524|27.5|6.7|2573|571|35.2|6.2|763|304|10.4|3.9|1101|314|15.0|4.1|330|162|4.5|2.2|6781|807|92.7|2.6|1431|357|19.6|4.6
9700000US0636840|Simi Valley Unified School District, CA|0636840|2019-2023|001|92551|1335|3667|493|4.0|0.5|4745|482|5.1|0.5|18121|1056|19.6|1.0|21258|990|23.0|1.0|10095|764|10.9|0.8|22957|1143|24.8|1.2|11708|727|12.7|0.8|84139|1403|90.9|0.7|34665|1283|37.5|1.3
9600000US0636940|Siskiyou Union High School District, CA|0636940|2019-2023|001|11676|469|328|134|2.8|1.1|349|109|3.0|0.9|2489|316|21.3|2.7|3419|440|29.3|3.6|1767|338|15.1|2.9|2304|321|19.7|2.5|1020|232|8.7|2.0|10999|454|94.2|1.5|3324|401|28.5|3.1
9500000US0636960|Snelling-Merced Falls Union Elementary School District, CA|0636960|2019-2023|001|374|105|42|37|11.2|9.2|56|41|15.0|9.9|114|54|30.5|11.3|103|42|27.5|9.1|32|26|8.6|6.3|9|7|2.4|2.0|18|15|4.8|4.0|276|88|73.8|13.9|27|17|7.2|4.6
