GeoId|Geography|LEAID|Year|Iteration|DP02_59est|DP02_59moe|DP02_60est|DP02_60moe|DP02_60pct|DP02_60pctmoe|DP02_61est|DP02_61moe|DP02_61pct|DP02_61pctmoe|DP02_62est|DP02_62moe|DP02_62pct|DP02_62pctmoe|DP02_63est|DP02_63moe|DP02_63pct|DP02_63pctmoe|DP02_64est|DP02_64moe|DP02_64pct|DP02_64pctmoe|DP02_65est|DP02_65moe|DP02_65pct|DP02_65pctmoe|DP02_66est|DP02_66moe|DP02_66pct|DP02_66pctmoe|DP02_67est|DP02_67moe|DP02_67pct|DP02_67pctmoe|DP02_68est|DP02_68moe|DP02_68pct|DP02_68pctmoe
9600000US0699007|Eureka City Unified School District (9-12), CA|0699007|2019-2023|001|190|48|0|14|0.0|19.9|10|10|5.3|4.9|22|16|11.6|7.2|67|36|35.3|14.0|26|14|13.7|7.3|29|18|15.3|9.2|36|15|18.9|8.7|180|46|94.7|4.9|65|23|34.2|12.6
9700000US0600052|Eureka City Unified School District, CA|0600052|2019-2023|001|24485|937|964|337|3.9|1.3|1433|378|5.9|1.5|5561|722|22.7|3.0|6152|720|25.1|2.8|2512|415|10.3|1.6|5405|676|22.1|2.6|2458|485|10.0|1.9|22088|895|90.2|2.2|7863|731|32.1|2.7
9500000US0613080|Eureka Union Elementary School District, CA|0613080|2019-2023|001|19219|965|206|104|1.1|0.5|415|157|2.2|0.8|2740|431|14.3|2.1|3640|494|18.9|2.3|1624|319|8.4|1.6|6031|633|31.4|2.7|4563|494|23.7|2.7|18598|940|96.8|1.0|10594|678|55.1|2.8
9500000US0613140|Evergreen Elementary School District, CA|0613140|2019-2023|001|68520|2461|6227|960|9.1|1.3|4470|597|6.5|0.8|9720|804|14.2|1.1|10291|728|15.0|1.0|5381|456|7.9|0.7|19333|1419|28.2|1.5|13098|846|19.1|1.2|57823|2202|84.4|1.4|32431|1811|47.3|1.7
9500000US0613170|Evergreen Union Elementary School District, CA|0613170|2019-2023|001|7439|918|244|114|3.3|1.5|379|142|5.1|2.0|1760|385|23.7|4.9|2086|430|28.0|5.4|1032|411|13.9|4.7|1469|402|19.7|4.9|469|241|6.3|2.9|6816|907|91.6|2.5|1938|510|26.1|5.6
9600000US0606028|Exeter Unified School District (9-12), CA|0606028|2019-2023|001|1780|324|101|51|5.7|2.6|151|85|8.5|4.1|532|163|29.9|6.5|426|122|23.9|6.1|132|58|7.4|2.7|261|74|14.7|3.9|177|74|9.9|4.3|1528|265|85.8|4.4|438|120|24.6|6.7
9700000US0601423|Exeter Unified School District, CA|0601423|2019-2023|001|8417|643|706|236|8.4|2.8|512|239|6.1|2.8|2373|416|28.2|4.3|2487|348|29.5|3.9|776|209|9.2|2.5|1195|342|14.2|3.7|368|107|4.4|1.2|7199|630|85.5|3.4|1563|369|18.6|3.9
9500000US0613290|Fairfax Elementary School District, CA|0613290|2019-2023|001|8050|816|1831|494|22.7|5.9|1211|335|15.0|4.1|2980|707|37.0|7.0|1126|308|14.0|3.4|432|156|5.4|1.9|355|143|4.4|1.9|115|79|1.4|1.0|5008|792|62.2|6.4|470|142|5.8|2.0
9700000US0613360|Fairfield-Suisun Unified School District, CA|0613360|2019-2023|001|95433|1682|6705|672|7.0|0.7|5411|692|5.7|0.7|25507|1223|26.7|1.2|23730|1268|24.9|1.3|10053|909|10.5|0.9|16400|958|17.2|0.9|7627|610|8.0|0.6|83317|1763|87.3|1.0|24027|1046|25.2|1.0
9700000US0613470|Fall River Joint Unified School District, CA|0613470|2019-2023|001|5475|612|59|50|1.1|0.9|327|103|6.0|1.8|1800|429|32.9|5.5|1691|294|30.9|4.7|710|173|13.0|3.2|700|198|12.8|3.4|188|106|3.4|1.9|5089|591|92.9|2.0|888|231|16.2|4.0
9500000US0613500|Fallbrook Union Elementary School District, CA|0613500|2019-2023|001|33408|1784|2775|530|8.3|1.5|1219|329|3.6|0.9|7963|1004|23.8|2.4|7971|878|23.9|2.2|2888|499|8.6|1.4|6493|665|19.4|1.9|4099|526|12.3|1.6|29414|1663|88.0|1.6|10592|873|31.7|2.6
9600000US0613530|Fallbrook Union High School District, CA|0613530|2019-2023|001|35028|1850|2959|531|8.4|1.5|1300|335|3.7|0.9|8285|1018|23.7|2.3|8425|912|24.1|2.1|3017|497|8.6|1.4|6788|678|19.4|1.8|4254|523|12.1|1.6|30769|1746|87.8|1.6|11042|869|31.5|2.5
9700000US0600035|Farmersville Unified School District, CA|0600035|2019-2023|001|6255|382|2014|357|32.2|5.1|604|220|9.7|3.5|1929|403|30.8|6.6|896|263|14.3|4.1|535|208|8.6|3.1|206|101|3.3|1.6|71|56|1.1|0.9|3637|459|58.1|6.7|277|121|4.4|1.9
9700000US0600037|Ferndale Unified School District, CA|0600037|2019-2023|001|2442|284|19|20|0.8|0.8|188|91|7.7|3.6|604|196|24.7|6.9|773|163|31.7|6.1|261|88|10.7|3.5|422|146|17.3|5.6|175|61|7.2|2.6|2235|276|91.5|3.7|597|166|24.4|6.4
9500000US0613740|Fieldbrook Elementary School District, CA|0613740|2019-2023|001|650|120|8|11|1.2|1.7|23|19|3.5|2.9|89|30|13.7|4.6|163|57|25.1|6.4|44|22|6.8|3.4|213|73|32.8|8.2|110|33|16.9|5.1|619|115|95.2|3.3|323|77|49.7|7.2
9700000US0613800|Fillmore Unified School District, CA|0613800|2019-2023|001|14069|725|1869|413|13.3|2.8|1292|290|9.2|2.1|3913|777|27.8|5.1|2812|484|20.0|3.6|1975|442|14.0|3.1|1628|354|11.6|2.4|580|182|4.1|1.3|10908|734|77.5|3.3|2208|369|15.7|2.4
9700000US0613840|Firebaugh-Las Deltas Unified School District, CA|0613840|2019-2023|001|5218|506|1883|367|36.1|5.8|1156|323|22.2|5.9|1177|284|22.6|4.8|589|221|11.3|4.3|206|127|3.9|2.3|163|84|3.1|1.6|44|61|0.8|1.2|2179|396|41.8|6.5|207|109|4.0|2.1
9500000US0613860|Flournoy Union Elementary School District, CA|0613860|2019-2023|001|362|97|5|7|1.4|1.8|29|18|8.0|5.0|141|60|39.0|11.6|108|47|29.8|9.3|35|28|9.7|8.0|43|31|11.9|7.9|1|3|0.3|1.0|328|94|90.6|5.3|44|32|12.2|8.0
9700000US0613890|Folsom-Cordova Unified School District, CA|0613890|2019-2023|001|97180|1304|3040|550|3.1|0.6|4776|544|4.9|0.6|16873|990|17.4|1.0|20293|1124|20.9|1.0|9683|865|10.0|0.9|25623|1145|26.4|1.2|16892|971|17.4|1.0|89364|1406|92.0|0.8|42515|1368|43.7|1.4
9700000US0613920|Fontana Unified School District, CA|0613920|2019-2023|001|115816|2396|15357|1046|13.3|0.9|13405|1069|11.6|0.9|36682|1920|31.7|1.5|24335|1443|21.0|1.2|7511|804|6.5|0.7|13807|1178|11.9|1.0|4719|725|4.1|0.6|87054|2522|75.2|1.4|18526|1419|16.0|1.2
9500000US0613980|Foresthill Union Elementary School District, CA|0613980|2019-2023|001|4817|568|111|88|2.3|1.8|232|132|4.8|2.8|1209|337|25.1|6.4|1720|377|35.7|6.7|543|243|11.3|4.8|546|181|11.3|3.8|456|200|9.5|3.8|4474|571|92.9|3.8|1002|258|20.8|4.9
9500000US0614010|Forestville Union Elementary School District, CA|0614010|2019-2023|001|5424|606|96|55|1.8|1.0|123|63|2.3|1.2|920|224|17.0|3.8|1309|298|24.1|4.4|562|191|10.4|3.2|1337|243|24.6|3.9|1077|254|19.9|4.2|5205|599|96.0|1.6|2414|351|44.5|4.8
9500000US0614040|Forks of Salmon Elementary School District, CA|0614040|2019-2023|001|91|37|2|3|2.2|3.9|5|6|5.5|6.3|31|19|34.1|17.5|18|12|19.8|11.9|2|3|2.2|3.1|24|16|26.4|12.4|9|9|9.9|11.1|84|35|92.3|7.9|33|18|36.3|13.4
9700000US0614070|Fort Bragg Unified School District, CA|0614070|2019-2023|001|11572|760|843|208|7.3|1.9|707|253|6.1|2.1|2892|640|25.0|4.6|3173|461|27.4|4.2|860|204|7.4|1.7|2068|304|17.9|2.7|1029|239|8.9|2.0|10022|717|86.6|2.5|3097|359|26.8|3.1
9500000US0614130|Fort Ross Elementary School District, CA|0614130|2019-2023|001|599|97|2|3|0.3|0.5|36|58|6.0|9.6|84|56|14.0|8.5|123|63|20.5|10.0|32|15|5.3|2.6|175|77|29.2|12.4|147|55|24.5|7.3|561|109|93.7|9.6|322|103|53.8|14.7
9700000US0600011|Fort Sage Unified School District, CA|0600011|2019-2023|001|2991|334|204|86|6.8|3.0|595|120|19.9|4.2|835|159|27.9|6.0|663|234|22.2|6.2|356|119|11.9|3.8|205|120|6.9|3.8|133|86|4.4|2.6|2192|335|73.3|4.5|338|169|11.3|5.1
9500000US0601420|Fortuna Elementary School District, CA|0601420|2019-2023|001|9683|598|445|212|4.6|2.2|740|191|7.6|2.0|2702|409|27.9|3.7|2662|414|27.5|3.8|786|204|8.1|1.9|1598|295|16.5|2.8|750|226|7.7|2.4|8498|627|87.8|2.7|2348|367|24.2|3.6
9600000US0614190|Fortuna Union High School District, CA|0614190|2019-2023|001|15648|861|563|219|3.6|1.4|1060|234|6.8|1.5|4609|517|29.5|2.9|4460|523|28.5|2.9|1488|283|9.5|1.6|2408|352|15.4|2.0|1060|265|6.8|1.7|14025|846|89.6|2.0|3468|428|22.2|2.5
9500000US0614220|Fountain Valley Elementary School District, CA|0614220|2019-2023|001|39911|1231|1749|260|4.4|0.7|1459|283|3.7|0.7|6826|687|17.1|1.6|7840|696|19.6|1.7|3576|496|9.0|1.2|12718|752|31.9|1.7|5743|559|14.4|1.3|36703|1179|92.0|0.8|18461|954|46.3|1.9
9700000US0614250|Fowler Unified School District, CA|0614250|2019-2023|001|6902|716|1087|309|15.7|4.2|664|212|9.6|3.1|1572|328|22.8|4.8|1439|375|20.8|4.1|558|182|8.1|2.8|1143|321|16.6|3.7|439|150|6.4|2.3|5151|672|74.6|5.3|1582|359|22.9|4.2
9500000US0614340|Franklin Elementary School District, CA|0614340|2019-2023|001|1975|373|58|56|2.9|2.9|175|104|8.9|5.1|412|141|20.9|6.3|549|192|27.8|8.3|246|129|12.5|5.7|385|146|19.5|6.1|150|87|7.6|4.3|1742|358|88.2|6.3|535|159|27.1|6.3
9500000US0614370|Franklin-McKinley Elementary School District, CA|0614370|2019-2023|001|61820|1965|10590|844|17.1|1.2|6126|614|9.9|0.9|13871|1081|22.4|1.5|11154|902|18.0|1.4|3999|489|6.5|0.8|10492|766|17.0|1.2|5588|578|9.0|0.9|45104|1628|73.0|1.5|16080|818|26.0|1.3
9700000US0614400|Fremont Unified School District, CA|0614400|2019-2023|001|164362|1342|5513|691|3.4|0.4|5993|829|3.6|0.5|22862|1403|13.9|0.8|18389|1200|11.2|0.7|8490|764|5.2|0.5|53444|1737|32.5|1.0|49671|1651|30.2|1.0|152856|1683|93.0|0.7|103115|2080|62.7|1.2
9600000US0614430|Fremont Union High School District, CA|0614430|2019-2023|001|168895|2434|3942|444|2.3|0.3|3368|501|2.0|0.3|13085|1084|7.7|0.6|14362|1072|8.5|0.6|8440|627|5.0|0.4|52330|1762|31.0|0.9|73368|1924|43.4|1.0|161585|2434|95.7|0.4|125698|2317|74.4|0.9
9500000US0614490|French Gulch-Whiskeytown Elementary School District, CA|0614490|2019-2023|001|196|68|6|7|3.1|3.5|21|15|10.7|7.6|60|37|30.6|13.6|63|32|32.1|12.2|15|13|7.7|5.9|25|17|12.8|7.7|6|9|3.1|4.5|169|64|86.2|8.7|31|22|15.8|10.5
9500000US0614520|Freshwater Elementary School District, CA|0614520|2019-2023|001|1954|290|0|14|0.0|2.1|60|36|3.1|1.7|366|103|18.7|4.7|509|131|26.0|5.8|244|114|12.5|4.9|480|131|24.6|5.4|295|93|15.1|4.8|1894|276|96.9|1.7|775|165|39.7|7.0
9700000US0614550|Fresno Unified School District, CA|0614550|2019-2023|001|244537|3101|29144|1579|11.9|0.6|28209|1274|11.5|0.5|59911|2403|24.5|0.9|56930|2249|23.3|0.8|21593|1360|8.8|0.6|33129|1554|13.5|0.6|15621|1042|6.4|0.4|187184|3269|76.5|0.8|48750|1936|19.9|0.8
9500000US0614700|Fruitvale Elementary School District, CA|0614700|2019-2023|001|14933|960|533|217|3.6|1.4|547|156|3.7|1.0|3300|576|22.1|3.1|4289|509|28.7|3.3|1399|302|9.4|1.9|3004|433|20.1|2.8|1861|317|12.5|2.0|13853|945|92.8|1.6|4865|548|32.6|3.3
9500000US0614730|Fullerton Elementary School District, CA|0614730|2019-2023|001|83850|1595|5426|636|6.5|0.7|4572|615|5.5|0.7|13430|1072|16.0|1.3|17300|1076|20.6|1.3|6703|686|8.0|0.8|22949|1582|27.4|1.7|13470|939|16.1|1.0|73852|1697|88.1|1.0|36419|1620|43.4|1.6
9600000US0614760|Fullerton Joint Union High School District, CA|0614760|2019-2023|001|178539|2818|12611|1054|7.1|0.6|9567|815|5.4|0.5|34774|1864|19.5|1.0|38201|1590|21.4|0.8|15474|1003|8.7|0.6|43717|2111|24.5|1.1|24195|1331|13.6|0.7|156361|2712|87.6|0.7|67912|2234|38.0|1.1
9500000US0614790|Galt Joint Union Elementary School District, CA|0614790|2019-2023|001|21109|850|1755|378|8.3|1.7|1732|438|8.2|1.9|6421|662|30.4|2.9|4497|476|21.3|2.3|1975|477|9.4|2.3|3564|588|16.9|2.8|1165|315|5.5|1.5|17622|725|83.5|2.8|4729|658|22.4|3.1
9600000US0614820|Galt Joint Union High School District, CA|0614820|2019-2023|001|27404|999|2206|431|8.0|1.5|2151|446|7.8|1.5|8080|743|29.5|2.6|6437|633|23.5|2.1|2406|502|8.8|1.9|4611|661|16.8|2.3|1513|349|5.5|1.3|23047|860|84.1|2.2|6124|728|22.3|2.6
9700000US0614880|Garden Grove Unified School District, CA|0614880|2019-2023|001|189788|2863|26596|1236|14.0|0.6|19751|1394|10.4|0.7|46541|1747|24.5|0.8|34400|1516|18.1|0.7|14522|850|7.7|0.4|35759|1689|18.8|0.8|12219|825|6.4|0.4|143441|2789|75.6|0.9|47978|1779|25.3|0.9
9500000US0614910|Garfield Elementary School District, CA|0614910|2019-2023|001|294|70|0|14|0.0|13.4|6|6|2.0|1.9|38|16|12.9|4.8|63|40|21.4|10.4|18|14|6.1|4.7|88|30|29.9|9.7|81|28|27.6|7.4|288|69|98.0|1.9|169|44|57.5|11.4
9500000US0614940|Garvey Elementary School District, CA|0614940|2019-2023|001|36405|1365|8553|1019|23.5|2.4|3916|451|10.8|1.1|9882|704|27.1|1.8|3849|483|10.6|1.3|2215|313|6.1|0.9|6779|668|18.6|1.8|1211|265|3.3|0.7|23936|984|65.7|2.2|7990|765|21.9|2.1
9700000US0614950|Gateway Unified School District, CA|0614950|2019-2023|001|20618|1013|362|115|1.8|0.6|1474|377|7.1|1.8|5691|560|27.6|2.4|6553|727|31.8|2.9|2582|303|12.5|1.5|3030|356|14.7|1.6|926|221|4.5|1.1|18782|979|91.1|1.8|3956|421|19.2|1.9
9500000US0614970|Gazelle Union Elementary School District, CA|0614970|2019-2023|001|217|73|3|5|1.4|2.1|5|9|2.3|4.0|61|31|28.1|9.7|54|30|24.9|10.5|20|13|9.2|6.2|36|19|16.6|7.3|38|23|17.5|8.3|209|72|96.3|4.2|74|35|34.1|11.8
9500000US0615000|General Shafter Elementary School District, CA|0615000|2019-2023|001|595|121|140|61|23.5|10.0|56|32|9.4|5.2|141|65|23.7|8.2|173|71|29.1|10.9|41|27|6.9|4.3|40|26|6.7|4.0|4|5|0.7|0.8|399|114|67.1|11.1|44|27|7.4|4.2
9500000US0615090|Gerber Union Elementary School District, CA|0615090|2019-2023|001|2566|405|394|239|15.4|8.7|204|123|8.0|4.5|697|232|27.2|8.0|597|218|23.3|7.2|218|123|8.5|4.6|344|127|13.4|5.2|112|81|4.4|3.1|1968|358|76.7|8.7|456|146|17.8|6.0
9700000US0615150|Geyserville Unified School District, CA|0615150|2019-2023|001|1388|251|151|72|10.9|4.5|88|63|6.3|4.3|287|112|20.7|6.5|251|101|18.1|6.2|100|39|7.2|2.7|338|93|24.4|6.0|173|68|12.5|5.4|1149|209|82.8|6.4|511|108|36.8|7.6
9700000US0615180|Gilroy Unified School District, CA|0615180|2019-2023|001|43787|1164|4083|562|9.3|1.3|3110|397|7.1|0.9|9554|849|21.8|1.9|10684|801|24.4|1.6|4144|524|9.5|1.2|8103|671|18.5|1.5|4109|501|9.4|1.1|36594|1140|83.6|1.5|12212|816|27.9|1.9
9700000US0615240|Glendale Unified School District, CA|0615240|2019-2023|001|158855|2077|10276|974|6.5|0.6|6168|651|3.9|0.4|32057|1599|20.2|0.9|22386|1171|14.1|0.7|13859|1001|8.7|0.6|46434|1798|29.2|1.1|27675|1441|17.4|0.9|142411|2282|89.6|0.7|74109|2143|46.7|1.2
9700000US0615270|Glendora Unified School District, CA|0615270|2019-2023|001|26530|1024|568|137|2.1|0.5|819|176|3.1|0.7|5011|548|18.9|1.9|5997|604|22.6|2.1|2794|329|10.5|1.1|6528|679|24.6|2.3|4813|439|18.1|1.6|25143|1026|94.8|1.0|11341|826|42.7|2.6
9500000US0615390|Gold Oak Union Elementary School District, CA|0615390|2019-2023|001|4726|519|10|16|0.2|0.3|95|60|2.0|1.3|956|229|20.2|4.4|1407|323|29.8|5.4|802|231|17.0|4.6|1046|260|22.1|5.2|410|158|8.7|3.2|4621|514|97.8|1.4|1456|324|30.8|6.3
9500000US0615450|Gold Trail Union Elementary School District, CA|0615450|2019-2023|001|4952|686|51|50|1.0|1.0|109|71|2.2|1.5|1450|424|29.3|6.0|1115|183|22.5|4.3|346|142|7.0|2.7|1335|306|27.0|4.1|546|177|11.0|3.8|4792|689|96.8|2.1|1881|357|38.0|5.2
9500000US0615480|Golden Feather Union Elementary School District, CA|0615480|2019-2023|001|1652|369|11|13|0.7|0.8|141|114|8.5|5.6|473|212|28.6|8.7|462|141|28.0|8.6|108|62|6.5|3.4|335|105|20.3|6.9|122|71|7.4|4.2|1500|296|90.8|5.6|457|127|27.7|8.1
9700000US0691134|Golden Plains Unified School District, CA|0691134|2019-2023|001|3267|423|1209|195|37.0|6.6|371|144|11.4|3.9|885|249|27.1|6.1|601|182|18.4|4.5|102|67|3.1|2.0|96|76|2.9|2.3|3|6|0.1|0.2|1687|357|51.6|6.2|99|77|3.0|2.3
9700000US0600068|Golden Valley Unified School District, CA|0600068|2019-2023|001|8341|721|315|131|3.8|1.6|603|233|7.2|2.6|1585|308|19.0|3.5|1879|340|22.5|3.8|580|162|7.0|1.8|2327|455|27.9|4.6|1052|230|12.6|2.6|7423|646|89.0|2.8|3379|531|40.5|5.1
9500000US0615510|Goleta Union Elementary School District, CA|0615510|2019-2023|001|41280|1100|1889|471|4.6|1.1|1557|473|3.8|1.1|5657|514|13.7|1.1|7723|702|18.7|1.6|3410|478|8.3|1.2|11693|751|28.3|1.7|9351|721|22.7|1.7|37834|1155|91.7|1.5|21044|929|51.0|1.9
9600000US0606053|Gonzales Unified School District (9-12), CA|0606053|2019-2023|001|1275|255|368|112|28.9|6.6|159|71|12.5|5.0|274|92|21.5|5.9|207|78|16.2|5.1|107|43|8.4|3.0|120|58|9.4|4.3|40|28|3.1|2.0|748|175|58.7|7.3|160|78|12.5|5.6
9700000US0600046|Gonzales Unified School District, CA|0600046|2019-2023|001|5064|388|1355|307|26.8|5.7|628|209|12.4|4.3|1447|355|28.6|6.5|1075|283|21.2|5.4|117|62|2.3|1.2|213|114|4.2|2.1|229|137|4.5|2.6|3081|457|60.8|7.0|442|196|8.7|3.6
9500000US0615600|Gorman Elementary School District, CA|0615600|2019-2023|001|28|19|0|14|0.0|64.1|10|12|35.7|33.3|6|8|21.4|28.4|1|4|3.6|13.6|0|14|0.0|64.1|3|4|10.7|13.4|8|11|28.6|32.2|18|16|64.3|33.3|11|12|39.3|30.1
9500000US0615690|Grant Elementary School District, CA|0615690|2019-2023|001|1773|254|7|12|0.4|0.7|11|11|0.6|0.6|266|82|15.0|4.1|511|117|28.8|5.1|263|74|14.8|3.9|349|104|19.7|4.7|366|103|20.6|4.8|1755|255|99.0|0.9|715|163|40.3|6.2
9500000US0615780|Grass Valley Elementary School District, CA|0615780|2019-2023|001|21718|1140|297|158|1.4|0.7|933|303|4.3|1.4|5768|1001|26.6|3.9|5417|595|24.9|2.8|2038|383|9.4|1.8|4345|658|20.0|3.0|2920|539|13.4|2.4|20488|1109|94.3|1.4|7265|871|33.5|3.8
9500000US0615810|Gratton Elementary School District, CA|0615810|2019-2023|001|477|122|12|10|2.5|2.1|18|14|3.8|3.0|135|53|28.3|8.2|126|49|26.4|6.8|53|33|11.1|5.9|100|39|21.0|6.1|33|20|6.9|4.2|447|120|93.7|3.7|133|44|27.9|6.6
9500000US0615840|Gravenstein Union Elementary School District, CA|0615840|2019-2023|001|4054|380|198|130|4.9|3.2|199|91|4.9|2.2|713|182|17.6|4.0|1029|187|25.4|4.3|364|176|9.0|4.0|765|174|18.9|4.4|786|186|19.4|4.2|3657|386|90.2|4.4|1551|278|38.3|6.5
9500000US0615870|Graves Elementary School District, CA|0615870|2019-2023|001|136|157|29|31|21.3|24.1|17|23|12.5|6.2|48|74|35.3|18.0|36|56|26.5|13.8|2|4|1.5|5.3|3|6|2.2|5.1|1|2|0.7|1.6|90|129|66.2|23.2|4|6|2.9|5.5
9500000US0615990|Green Point Elementary School District, CA|0615990|2019-2023|001|182|72|1|3|0.5|1.7|11|16|6.0|8.4|31|19|17.0|9.5|60|34|33.0|11.3|43|34|23.6|13.9|24|18|13.2|7.8|12|11|6.6|5.6|170|70|93.4|8.5|36|23|19.8|9.4
9500000US0616080|Greenfield Union Elementary School District, CA|0616080|2019-2023|001|11236|671|4301|535|38.3|3.9|1243|300|11.1|2.8|3007|467|26.8|3.6|1262|259|11.2|2.3|446|176|4.0|1.5|850|274|7.6|2.4|127|76|1.1|0.7|5692|586|50.7|4.1|977|285|8.7|2.5
9500000US0616050|Greenfield Union School District, CA|0616050|2019-2023|001|30462|1648|6076|762|19.9|2.3|4337|690|14.2|2.0|9371|884|30.8|2.6|5429|790|17.8|2.5|2178|463|7.1|1.5|2506|481|8.2|1.5|565|182|1.9|0.6|20049|1275|65.8|2.8|3071|532|10.1|1.6
9500000US0616110|Grenada Elementary School District, CA|0616110|2019-2023|001|655|165|3|6|0.5|0.8|27|25|4.1|3.4|165|73|25.2|7.3|249|91|38.0|9.7|62|30|9.5|4.2|104|36|15.9|6.2|45|34|6.9|4.9|625|157|95.4|3.6|149|48|22.7|7.6
9600000US0699001|Gridley Unified School District (9-12), CA|0699001|2019-2023|001|887|190|111|63|12.5|6.3|43|29|4.8|2.9|196|84|22.1|8.0|282|101|31.8|8.8|80|36|9.0|3.7|124|53|14.0|5.5|51|24|5.7|2.6|733|164|82.6|6.8|175|65|19.7|6.7
9700000US0600051|Gridley Unified School District, CA|0600051|2019-2023|001|6327|454|556|220|8.8|3.4|443|177|7.0|2.8|1728|343|27.3|4.6|1507|307|23.8|4.2|907|333|14.3|5.6|841|223|13.3|3.2|345|118|5.5|1.8|5328|485|84.2|4.6|1186|251|18.7|3.4
9600000US0616230|Grossmont Union High School District, CA|0616230|2019-2023|001|334648|3567|16171|1179|4.8|0.4|17112|1029|5.1|0.3|80271|2357|24.0|0.7|87574|2288|26.2|0.6|34257|1682|10.2|0.5|65464|2106|19.6|0.6|33799|1454|10.1|0.4|301365|3828|90.1|0.5|99263|2728|29.7|0.7
9500000US0616260|Guadalupe Union Elementary School District, CA|0616260|2019-2023|001|4605|298|1379|273|29.9|6.1|575|237|12.5|5.0|935|295|20.3|5.9|818|251|17.8|5.5|367|107|8.0|2.2|341|123|7.4|2.6|190|83|4.1|1.7|2651|345|57.6|6.0|531|166|11.5|3.5
9500000US0616320|Guerneville Elementary School District, CA|0616320|2019-2023|001|4284|420|44|35|1.0|0.8|136|61|3.2|1.5|738|321|17.2|6.4|1227|210|28.6|5.0|351|98|8.2|2.3|1142|204|26.7|4.7|646|213|15.1|4.7|4104|429|95.8|1.6|1788|262|41.7|5.4
9700000US0616323|Gustine Unified School District, CA|0616323|2019-2023|001|6209|595|976|428|15.7|6.7|709|350|11.4|5.6|2003|497|32.3|6.3|1609|355|25.9|5.5|331|186|5.3|3.1|468|184|7.5|3.0|113|80|1.8|1.3|4524|620|72.9|6.9|581|195|9.4|3.2
9700000US0616325|Hacienda La Puente Unified School District, CA|0616325|2019-2023|001|81563|2063|10102|905|12.4|1.1|7519|777|9.2|0.9|21586|1057|26.5|1.3|15817|987|19.4|1.1|5977|596|7.3|0.7|14431|984|17.7|1.1|6131|617|7.5|0.7|63942|1823|78.4|1.2|20562|1205|25.2|1.2
9600000US0606025|Hamilton Unified School District (9-12), CA|0606025|2019-2023|001|562|164|6|6|1.1|1.0|31|22|5.5|3.5|264|137|47.0|14.5|134|48|23.8|9.1|30|17|5.3|3.4|58|29|10.3|5.4|39|22|6.9|4.1|525|153|93.4|3.5|97|39|17.3|7.7
9700000US0601339|Hamilton Unified School District, CA|0601339|2019-2023|001|1606|263|390|157|24.3|9.2|96|85|6.0|5.0|457|158|28.5|8.7|382|146|23.8|7.6|116|65|7.2|4.0|122|81|7.6|5.1|43|57|2.7|3.5|1120|235|69.7|9.2|165|94|10.3|5.8
9500000US0616470|Hanford Elementary School District, CA|0616470|2019-2023|001|27977|1020|3211|545|11.5|1.9|2811|525|10.0|1.8|7737|846|27.7|2.9|6962|749|24.9|2.6|3502|536|12.5|1.9|2716|405|9.7|1.4|1038|230|3.7|0.8|21955|1116|78.5|2.7|3754|472|13.4|1.6
9600000US0616500|Hanford Joint Union High School District, CA|0616500|2019-2023|001|45424|1044|5069|695|11.2|1.5|4132|687|9.1|1.5|12495|1005|27.5|2.0|11057|857|24.3|1.9|5156|649|11.4|1.4|5283|589|11.6|1.3|2232|387|4.9|0.8|36223|1244|79.7|2.1|7515|704|16.5|1.5
9500000US0616530|Happy Camp Union Elementary School District, CA|0616530|2019-2023|001|598|144|22|14|3.7|2.4|56|36|9.4|5.9|204|68|34.1|8.8|145|64|24.2|7.8|45|26|7.5|4.7|65|43|10.9|6.7|61|45|10.2|6.9|520|135|87.0|6.3|126|67|21.1|9.4
9500000US0616560|Happy Valley Elementary School District, CA|0616560|2019-2023|001|1088|174|17|16|1.6|1.4|3|5|0.3|0.5|123|44|11.3|4.0|173|58|15.9|4.8|112|42|10.3|3.5|373|108|34.3|6.9|287|88|26.4|6.8|1068|172|98.2|1.4|660|144|60.7|7.1
9500000US0616570|Happy Valley Union Elementary School District, CA|0616570|2019-2023|001|5359|927|328|267|6.1|4.9|381|173|7.1|3.4|1592|680|29.7|8.8|1536|355|28.7|5.6|507|199|9.5|3.7|795|299|14.8|6.4|220|162|4.1|3.0|4650|913|86.8|6.5|1015|274|18.9|6.1
9500000US0616620|Harmony Union School District, CA|0616620|2019-2023|001|3854|673|52|51|1.3|1.3|58|42|1.5|1.1|506|232|13.1|5.8|940|318|24.4|7.0|211|107|5.5|2.6|1277|456|33.1|9.2|810|227|21.0|5.8|3744|664|97.1|1.6|2087|496|54.2|8.2
9500000US0616650|Hart-Ransom Union Elementary School District, CA|0616650|2019-2023|001|2320|384|138|78|5.9|3.3|270|239|11.6|8.9|580|171|25.0|6.7|369|98|15.9|4.5|267|122|11.5|5.4|504|161|21.7|6.8|192|103|8.3|4.2|1912|243|82.4|9.0|696|191|30.0|7.6
9500000US0616680|Hawthorne Elementary School District, CA|0616680|2019-2023|001|47305|1144|5951|703|12.6|1.5|5256|699|11.1|1.5|12284|951|26.0|1.8|10902|876|23.0|1.9|3146|429|6.7|0.9|6921|754|14.6|1.5|2845|452|6.0|0.9|36098|1347|76.3|1.9|9766|872|20.6|1.7
